"","id","game_id_string","beta_cat","tau0_cat","R_sq_cat","category_id_string","level_id_string","run_player_id","total_records_per_game_per_player","total_records_per_player","number_of_runs","total_runs_per_game_per_player","total_runs_per_player","player_efficacy_per_game","player_efficacy_global"
"126","29d30dlpnxd1rk8qgame-level","29d30dlp",1,0,9,"nxd1rk8q","game-level","1xyldrvj",1,3,1,1,3,1,1
"127","29d30dlpnxd1rk8qgame-level","29d30dlp",1,0,9,"nxd1rk8q","game-level","68w7zv3x",1,1,1,1,3,1,0.333333333333333
"128","29d30dlpnxd1rk8qgame-level","29d30dlp",1,0,9,"nxd1rk8q","game-level","o863pyq8",1,4,1,1,6,1,0.666666666666667
"129","29d30dlpnxd1rk8qgame-level","29d30dlp",1,0,9,"nxd1rk8q","game-level","v18q6wjn",1,4,1,1,11,1,0.363636363636364
"130","29d30dlpnxd1rk8qgame-level","29d30dlp",1,0,9,"nxd1rk8q","game-level","68wd7qxg",1,3,1,1,4,1,0.75
"131","29d30dlpnxd1rk8qgame-level","29d30dlp",1,0,9,"nxd1rk8q","game-level","vqxkmj07",1,4,1,1,4,1,1
"132","29d30dlpnxd1rk8qgame-level","29d30dlp",1,0,9,"nxd1rk8q","game-level","61xymxr9",1,2,1,1,2,1,1
"133","29d30dlpnxd1rk8qgame-level","29d30dlp",1,0,9,"nxd1rk8q","game-level","mkj9loj4",1,1,1,1,1,1,1
"134","29d30dlpnxd1rk8qgame-level","29d30dlp",1,0,9,"nxd1rk8q","game-level","kv81k5jp",1,3,1,1,4,1,0.75
"135","29d30dlpnxd1rk8qgame-level","29d30dlp",1,0,9,"nxd1rk8q","game-level","e8enl680",1,1,1,1,1,1,1
"136","29d30dlpnxd1rk8qgame-level","29d30dlp",1,0,9,"nxd1rk8q","game-level","0jmp64j1",1,1,1,1,1,1,1
"137","29d30dlpnxd1rk8qgame-level","29d30dlp",1,0,9,"nxd1rk8q","game-level","qjo3pe3j",1,2,1,1,3,1,0.666666666666667
"138","3698ngdlrklrw6kngame-level","3698ngdl",1,1,9,"rklrw6kn","game-level","68w19rqx",1,1,1,1,1,1,1
"139","3698ngdlrklrw6kngame-level","3698ngdl",1,1,9,"rklrw6kn","game-level","y8dp9o86",1,1,1,1,1,1,1
"140","3698ngdlrklrw6kngame-level","3698ngdl",1,1,9,"rklrw6kn","game-level","pj07l9xw",1,1,1,1,1,1,1
"141","3698ngdlrklrw6kngame-level","3698ngdl",1,1,9,"rklrw6kn","game-level","1xy5ngw8",1,1,1,1,1,1,1
"142","3698ngdlrklrw6kngame-level","3698ngdl",1,1,9,"rklrw6kn","game-level","0jmlvrz8",1,1,1,1,1,1,1
"143","3698ngdlrklrw6kngame-level","3698ngdl",1,1,9,"rklrw6kn","game-level","zx7mz6x7",1,1,1,1,2,1,0.5
"144","3698ngdlrklrw6kngame-level","3698ngdl",1,1,9,"rklrw6kn","game-level","0jmvgej1",1,1,1,1,1,1,1
"145","3698ngdlrklrw6kngame-level","3698ngdl",1,1,9,"rklrw6kn","game-level","v8lv7vjm",1,1,1,1,1,1,1
"146","3698ngdlrklrw6kngame-level","3698ngdl",1,1,9,"rklrw6kn","game-level","5j512q8v",1,1,1,1,1,1,1
"147","369p9l1l7kjzj3d3game-level","369p9l1l",0,0,9,"7kjzj3d3","game-level","7j4105j1",1,1,1,1,1,1,1
"148","369p9l1l7kjzj3d3game-level","369p9l1l",0,0,9,"7kjzj3d3","game-level","Anonymous",1,2,1,1,8,1,0.25
"149","369p9l1l7kjzj3d3game-level","369p9l1l",0,0,9,"7kjzj3d3","game-level","o863758z",1,1,1,1,2,1,0.5
"150","369p9l1l7kjzj3d3game-level","369p9l1l",0,0,9,"7kjzj3d3","game-level","18q30wjn",1,1,1,1,1,1,1
"151","369p9l1l7kjzj3d3game-level","369p9l1l",0,0,9,"7kjzj3d3","game-level","qjn31qxm",1,1,1,1,1,1,1
"152","369p9l1l7kjzj3d3game-level","369p9l1l",0,0,9,"7kjzj3d3","game-level","v18q4qxn",1,1,1,1,1,1,1
"153","369p9l1l7kjzj3d3game-level","369p9l1l",0,0,9,"7kjzj3d3","game-level","qjn2ldjm",1,1,1,1,1,1,1
"154","369p9l1l7kjzj3d3game-level","369p9l1l",0,0,9,"7kjzj3d3","game-level","18vk32jl",1,1,1,1,1,1,1
"155","369p9l1l7kjzj3d3game-level","369p9l1l",0,0,9,"7kjzj3d3","game-level","18q33djn",1,1,1,1,1,1,1
"156","369p9l1l7kjzj3d3game-level","369p9l1l",0,0,9,"7kjzj3d3","game-level","98r213x1",1,2,1,1,4,1,0.5
"157","369pky817kj8o5gdgame-level","369pky81",0,0,9,"7kj8o5gd","game-level","xz995g08",1,15,1,1,24,1,0.625
"158","369pky817kj8o5gdgame-level","369pky81",0,0,9,"7kj8o5gd","game-level","xkoo9n28",1,5,1,1,12,1,0.416666666666667
"159","369pky817kj8o5gdgame-level","369pky81",0,0,9,"7kj8o5gd","game-level","jo310rlj",1,4,1,1,9,1,0.444444444444444
"160","369pky817kj8o5gdgame-level","369pky81",0,0,9,"7kj8o5gd","game-level","x7qey508",1,7,1,1,9,1,0.777777777777778
"161","369pky817kj8o5gdgame-level","369pky81",0,0,9,"7kj8o5gd","game-level","pj0k3e38",1,1,1,1,4,1,0.25
"162","369pky817kj8o5gdgame-level","369pky81",0,0,9,"7kj8o5gd","game-level","qjokwy08",1,3,1,1,4,1,0.75
"163","369pky817kj8o5gdgame-level","369pky81",0,0,9,"7kj8o5gd","game-level","qxkznr7x",1,2,1,1,3,1,0.666666666666667
"164","369pky817kj8o5gdgame-level","369pky81",0,0,9,"7kj8o5gd","game-level","1xyy3zmx",1,1,1,1,1,1,1
"165","369pky817kj8o5gdgame-level","369pky81",0,0,9,"7kj8o5gd","game-level","7j4e95vx",1,1,1,1,1,1,1
"166","369pky819kv6l382game-level","369pky81",1,0,9,"9kv6l382","game-level","0jmmelzj",1,1,1,1,1,1,1
"167","369pky819kv6l382game-level","369pky81",1,0,9,"9kv6l382","game-level","8145l4q8",1,1,1,1,4,1,0.25
"168","369pky819kv6l382game-level","369pky81",1,0,9,"9kv6l382","game-level","x7qey508",1,7,1,1,9,1,0.777777777777778
"169","369pky819kv6l382game-level","369pky81",1,0,9,"9kv6l382","game-level","8vk99p5j",1,2,1,1,5,1,0.4
"170","369pky819kv6l382game-level","369pky81",1,0,9,"9kv6l382","game-level","8lp5oevj",1,3,1,1,7,1,0.428571428571429
"171","369pky819kv6l382game-level","369pky81",1,0,9,"9kv6l382","game-level","xz995g08",1,15,1,1,24,1,0.625
"172","369pky819kv6l382game-level","369pky81",1,0,9,"9kv6l382","game-level","v8le49vx",1,4,1,1,8,1,0.5
"173","369pky819kv6l382game-level","369pky81",1,0,9,"9kv6l382","game-level","8wl14qqj",1,1,1,1,1,1,1
"174","369pky819kv6l382game-level","369pky81",1,0,9,"9kv6l382","game-level","8vkrk75j",1,1,1,1,1,1,1
"175","369pky819kv6l382game-level","369pky81",1,0,9,"9kv6l382","game-level","8v5r032j",1,1,1,1,2,1,0.5
"176","369pky81n2y9e4edgame-level","369pky81",0,0,9,"n2y9e4ed","game-level","xz995g08",1,15,1,1,24,1,0.625
"177","369pky81n2y9e4edgame-level","369pky81",0,0,9,"n2y9e4ed","game-level","jo310rlj",1,4,1,1,9,1,0.444444444444444
"178","369pky81n2y9e4edgame-level","369pky81",0,0,9,"n2y9e4ed","game-level","xko30d68",1,1,1,1,2,1,0.5
"179","369pky81n2y9e4edgame-level","369pky81",0,0,9,"n2y9e4ed","game-level","x7qey508",1,7,1,1,9,1,0.777777777777778
"180","369pky81n2y9e4edgame-level","369pky81",0,0,9,"n2y9e4ed","game-level","v8le49vx",1,4,1,1,8,1,0.5
"181","369pky81n2y9e4edgame-level","369pky81",0,0,9,"n2y9e4ed","game-level","7j477kvj",1,1,1,1,3,1,0.333333333333333
"182","369pky81n2y9e4edgame-level","369pky81",0,0,9,"n2y9e4ed","game-level","pj063erj",1,3,1,1,7,1,0.428571428571429
"183","369pky81n2y9e4edgame-level","369pky81",0,0,9,"n2y9e4ed","game-level","dx3n6z7j",1,1,1,1,1,1,1
"184","369pky81n2y9e4edgame-level","369pky81",0,0,9,"n2y9e4ed","game-level","qjokwy08",1,3,1,1,4,1,0.75
"185","369pky81n2y9e4edgame-level","369pky81",0,0,9,"n2y9e4ed","game-level","0jm07do8",1,1,1,1,4,1,0.25
"186","369pky81z274mp52game-level","369pky81",0,0,9,"z274mp52","game-level","xz995g08",1,15,1,1,24,1,0.625
"187","369pky81z274mp52game-level","369pky81",0,0,9,"z274mp52","game-level","jo310rlj",1,4,1,1,9,1,0.444444444444444
"188","369pky81z274mp52game-level","369pky81",0,0,9,"z274mp52","game-level","81650klx",1,3,1,1,5,1,0.6
"189","369pky81z274mp52game-level","369pky81",0,0,9,"z274mp52","game-level","j03dwwrj",1,1,1,1,3,1,0.333333333333333
"190","369pky81z274mp52game-level","369pky81",0,0,9,"z274mp52","game-level","8v54392j",1,1,1,1,2,1,0.5
"191","369pky81z274mp52game-level","369pky81",0,0,9,"z274mp52","game-level","v8le49vx",1,4,1,1,8,1,0.5
"192","369pky81z274mp52game-level","369pky81",0,0,9,"z274mp52","game-level","v8lrpg48",1,3,1,1,7,1,0.428571428571429
"193","369pky81z274mp52game-level","369pky81",0,0,9,"z274mp52","game-level","e8ero2pj",1,1,1,1,2,1,0.5
"194","369pky81z274mp52game-level","369pky81",0,0,9,"z274mp52","game-level","e8e793px",1,1,1,1,3,1,0.333333333333333
"195","369pky81z274mp52game-level","369pky81",0,0,9,"z274mp52","game-level","qjne3owj",1,1,1,1,3,1,0.333333333333333
"196","369pky81zdnlnm72game-level","369pky81",2,0,9,"zdnlnm72","game-level","xz995g08",1,15,1,1,24,1,0.625
"197","369pky81zdnlnm72game-level","369pky81",2,0,9,"zdnlnm72","game-level","jo310rlj",1,4,1,1,9,1,0.444444444444444
"198","369pky81zdnlnm72game-level","369pky81",2,0,9,"zdnlnm72","game-level","86ve9y0j",1,3,1,1,9,1,0.333333333333333
"199","369pky81zdnlnm72game-level","369pky81",2,0,9,"zdnlnm72","game-level","x7qey508",1,7,1,1,9,1,0.777777777777778
"200","369pky81zdnlnm72game-level","369pky81",2,0,9,"zdnlnm72","game-level","qjokwy08",1,3,1,1,4,1,0.75
