"","game_id_string","year_released","romhack","number_platforms","genre","developer","publisher","discord","require_video","emulators_allowed","number_of_runs"
"24","268zok6p","2011","FALSE","5","el286onr","nw63pmzx","8060zyrl","TRUE","TRUE","FALSE","168"
"25","29d30dlp","2002","FALSE","5","61n9q2m0","l4epp3er","w4np8drl","TRUE","TRUE","TRUE","3946"
"26","29d30ydl","2001","FALSE","3","oq27w1nl","3nerml6j","8060ynlv","TRUE","FALSE","TRUE","119"
"27","369530dl","2010","FALSE","1",NA,"nergn16j",NA,"TRUE","FALSE","TRUE","407"
"28","3695w2dl","1985","FALSE","4",NA,"mznd4d6r","m0rvylrx","TRUE","TRUE","TRUE","211"
"29","3697n81l","1998","FALSE","2","p92d9z5l","ner01oej","0rvy1lrx","TRUE","TRUE","TRUE","296"
"30","3697y21l","2015","FALSE","7",NA,"l4ep47er",NA,"TRUE","TRUE","TRUE","317"
"31","3698ngdl","2014","FALSE","1",NA,"3zyqrde4",NA,"TRUE","FALSE","TRUE","879"
"32","3698wngd","2021","FALSE","7","q27wpxnl","ge02pxzp","9nellqr5","TRUE","TRUE","TRUE","142"
"33","369e88dl","2015","FALSE","1",NA,NA,NA,"TRUE","TRUE","TRUE","296"
"34","369g901l","2006","FALSE","5","vx5ey1n4","yz8n52zw","w4npw2rl","TRUE","FALSE","TRUE","137"
"35","369p7el1","2018","TRUE","5","oy5gp5e3","p6x1q7z1","l6m8jgn9","TRUE","TRUE","FALSE","700"
"36","369p9231","2019","FALSE","1","94n4pn0w","3zyw2ve4","060d1ynl","TRUE","TRUE","TRUE","311"
"37","369p9l1l","2002","FALSE","2","oq27y12l","xv6dvx62","m0rvylrx","TRUE","TRUE","FALSE","516"
