"","iter","lambda","lambda_err","beta","beta_err","I_inf","I_inf_err","tau0","tau0_err","R_sq","delta_R_sq","R_sq_adj","convergence","id"
"81",4000,1.17807488623288e-05,2.03953715233315e-06,2.33328740782211,0.0323475769930114,0.337587175720412,0.0201685014531942,129.53766049517,18.3463510156857,0.941637861923668,1.16038841857513e-06,0.916625517033811,FALSE,"76rkwed8zd360xvdgame-level"
"82",4000,1.74442763152097e-09,1.06358099329691e-09,2.63038712046934,0.0215865573207344,0,0.357361008019322,2136.38671675302,629.616116425129,0.802076448568655,5.34281187702934e-06,0.683322317709848,FALSE,"76royl68jdz5zg3dgame-level"
"83",4000,1.53465061183841e-06,3.169945353773e-06,1.6860197131502,0.00966670978462831,0,1.72928887450856,2807.71235354084,3567.61149942123,0.829212942762248,5.29191522857797e-06,0.756018489660354,FALSE,"76rq8vd8mkejq592game-level"
"84",4000,0.000106125708501619,0.000106026702409632,1.23907318035778,0.0136669884584076,0,0.6609811723193,1612.05811513252,1431.12310425937,0.893821234473158,3.27167862579358e-07,0.830113975157052,FALSE,"8m1zzm10zd3lvmvdgame-level"
"85",4000,0.00034890470586214,2.93118003420706e-05,1.08672542541031,0.00256885869675323,0.379820406215576,0.0261088554719609,1518.39969985477,143.675024372274,0.995834718461465,1.03131613582441e-07,0.993335549538344,FALSE,"8nd20r609d8z16dngame-level"
"86",4000,9.66342682461932e-08,9.74788743274491e-08,1.95764412586656,0.00498817073088286,0,0.84539078752643,3831.08494941453,2054.63552300092,0.956352605950101,6.81421171455643e-06,0.937646579928715,FALSE,"946w031rwkpyr1jkgame-level"
"87",112,0.00271953434144262,0.000112024910802116,1.87205495042631,0.00952913769402201,0.0651677893048353,0.000321424464145287,23.4650825980701,0.893226342516216,0.999991670609232,9.74723584068471e-08,0.999987505913849,TRUE,"946wk96rndx8lvkqgame-level"
"88",2016,0.00021239737265448,0.0065738247649321,0.792712131718045,0.00726769909090172,0,30.7513732798686,42980.5450903613,1682333.15422009,0.955845399011745,9.97094454779912e-08,0.929352638418793,TRUE,"9d3000dlwk683xo2game-level"
"89",930,0.00605392781344864,0.200496906680261,0.181068468151916,0.00876603929275408,0,32.7732085560304,1775432966409.68,327161418367056,0.731290413302268,9.84820949234688e-08,0.641720551069691,TRUE,"9d3000dlxd1v5w4drw6mo4r9"
"90",177,0.0793256655449833,0.0114296764682641,0.675911022016261,0.0305568730607537,0.617899809843045,0.00909878580890141,42.4913500755773,16.2602597266306,0.973194172235116,9.61772793628413e-08,0.957110675576186,TRUE,"9d385g1lxk98yv20game-level"
"91",783,0.0820995919872572,0.0430945832413045,0.588978249893991,0.0156768974224769,0.295464780286442,0.256877613385245,69.709533796444,70.0013976456522,0.918637529637598,9.99250074906755e-08,0.888126603251698,TRUE,"9d385vg102qrv0zkgame-level"
"92",1267,0.000854237215331585,0.000178015534621654,3.76681969337811,0.0964953202287382,0.541847808908608,0.0209418949638928,6.52517383647021,0.674521445745312,0.910024442662178,9.98761824355654e-08,0.876283608660495,TRUE,"9d385vg1jdrnlm0kgame-level"
"93",82,0.180323430861107,0.0275770996402634,1.41212205326512,0.116861196360139,0.596338036725342,0.0168571201760566,3.36379639200047,0.701982097249137,0.915592081127258,9.68804041434623e-08,0.887456108169678,TRUE,"9d385vg1jdznwjxdgame-level"
"94",870,0.0112245110623099,0.000591457530344099,2.01953231654878,0.0160722724005449,0.551724431980899,0.00273639387480138,9.23606930756927,0.404395344855031,0.998307913021768,9.97907176891744e-08,0.99729266083483,TRUE,"9d385vg1q251mvwdgame-level"
"95",89,0.176939558930106,0.0328984022774751,1.78961468001663,0.111640500694283,0.490218147334804,0.0246642836218968,2.63208557702129,0.432362729811769,0.918520417117812,9.02323002982541e-08,0.877780625676718,TRUE,"9d385vg1q251xvwdgame-level"
"96",144,0.0650000415804328,0.0139900571460492,1.89726098172724,0.145492724556726,0.683431336354722,0.0182316383617558,4.22361454643326,0.945767202287625,0.931128965156663,9.73900243783632e-08,0.889806344250661,TRUE,"9d385vg1xk9xvmxkgame-level"
"97",374,0.01995046194993,0.0020346435602121,1.63644796573674,0.038604368526498,0.597263080773677,0.0115597331295943,10.9361409866421,1.29867379755945,0.954863432703487,9.79773808751361e-08,0.945191311139948,TRUE,"9d385vg1zdny8v7kgame-level"
"98",109,0.0817151726453801,0.0244211006122585,1.16702437198246,0.124557851681798,0.551580510239508,0.0309589534119714,8.55118309920408,4.14849166019561,0.85267107053213,9.42502467182749e-08,0.764273712851409,TRUE,"9d38e2g1xk9x0vvkgame-level"
"99",4000,1.42776670872177e-10,9.10206140127597e-11,2.97667232965473,0.0079739642295597,0,0.291628635471396,2030.01697842072,476.176643074082,0.975945864980535,1.19229989762326e-05,0.963918797470802,FALSE,"9d3r70ed02qlqnykgame-level"
"100",113,0.145159247926043,0.0243568605663139,0.689883843542396,0.0413120612153544,0.717142062964709,0.0124663087602225,16.402964149543,6.73735589395371,0.933655947549629,9.79630155883982e-08,0.900483921324444,TRUE,"9d3rpowdwk60p9qkgame-level"
"101",1509,0.0113841237599719,0.00314443241109473,1.92875392225814,0.109193945835983,0.389173118028302,0.0431579131822639,10.1800353910242,2.79518958461556,0.881673258162608,9.9961110389124e-08,0.822509887243912,TRUE,"9d3rvzwd02q3q97kgame-level"
"102",288,0.180135454837433,0.0777724554550372,0.330863266528929,0.0138765281461592,0,0.198718202066248,177.776527525309,270.607113624027,0.843789746086091,9.88167769833126e-08,0.796926669911918,TRUE,"9d3rvzwd5dw4095kgame-level"
"103",763,0.00407399595427077,0.000266514710216033,1.0883520025624,0.00626153819576941,0.485132548830788,0.00888651713813265,157.022463022556,14.0061548074171,0.993248173105138,9.9845026135803e-08,0.990716238019565,TRUE,"9d3rvzwd7kj3q1x2game-level"
"104",331,0.138548178601339,0.0368088905973716,0.427342610113208,0.0131575562233124,0.0137118013434226,0.0931581058807682,102.021292909404,77.9543130757439,0.959321994636228,9.99238458643248e-08,0.938982991954342,TRUE,"9d3rvzwdjdrvq8n2game-level"
