"","game_id_string","category_id_string","level_id_string","run_time","run_date","run_date_submitted","run_player_id"
"1","3698wngd","mkexq8jd","5d7142vd",535.79,2021-10-17,"2021-10-17T16:19:04Z","xzlozo98"
"2","3698wngd","mkexq8jd","5d7142vd",550.92,2021-09-19,"2021-09-20T03:09:31Z","j2wr6qoj"
"3","3698wngd","mkexq8jd","5d7142vd",592,2021-08-27,"2021-08-27T14:37:38Z","qjnoznwx"
"4","3698wngd","mkexq8jd","5d7142vd",709.533,2021-08-27,"2021-08-27T12:00:48Z","8r211r3x"
"5","3698wngd","mkexq8jd","5d7142vd",812.095,2021-08-26,"2021-08-27T02:57:12Z","xzlozo98"
"6","3698wngd","mkexq8jd","5d7142vd",888.883,2021-08-26,"2021-08-27T02:58:18Z","5j54nmw8"
"7","3698wngd","mkexq8jd","5d7142vd",1420.383,2021-08-26,"2021-08-27T03:01:06Z","8r21omqx"
"8","k6qqkx6g","rklgq3rd","game-level",352,2021-11-21,"2021-11-21T18:54:33Z","kj9p77x4"
"9","k6qqkx6g","rklgq3rd","game-level",372,2020-12-15,"2020-12-15T19:29:32Z","zx7ero68"
"10","k6qqkx6g","rklgq3rd","game-level",380,2018-08-19,"2018-08-19T04:33:58Z","18qv300x"
"11","k6qqkx6g","rklgq3rd","game-level",409,2016-09-19,"2016-09-19T16:54:13Z","0jmopoy8"
"12","k6qqkx6g","rklgq3rd","game-level",410,2016-05-29,"2016-05-29T07:26:50Z","mkj9nw84"
"13","k6qqkx6g","rklgq3rd","game-level",545,2015-05-22,"2016-05-29T00:42:18Z","TheFabo"
"14","k6qqkx6g","rklgq3rd","game-level",590,2013-02-26,"2016-05-29T07:51:39Z","Joe0142"
"15","k6qqkx6g","rklgq3rd","game-level",617,2009-08-05,"2016-05-29T00:46:07Z","YOSUP72845"
"16","3dx2pk41","9d84n0lk","game-level",720.47,2020-05-26,"2020-05-26T21:14:01Z","8ge53vrj"
"17","3dx2pk41","9d84n0lk","game-level",822.06,2020-03-12,"2020-03-13T02:12:08Z","8e9n26oj"
"18","3dx2pk41","9d84n0lk","game-level",857.25,2020-03-12,"2020-03-12T07:08:32Z","pj0yzy4x"
"19","3dx2pk41","9d84n0lk","game-level",857.76,2020-02-27,"2020-02-28T03:07:41Z","zx7zw1r8"
"20","3dx2pk41","9d84n0lk","game-level",952.52,2020-02-26,"2020-02-26T21:03:57Z","7j4dqlj1"
"21","3dx2pk41","jdrog1xd","yweqo2rw",214,2021-05-09,"2021-05-09T06:52:21Z","8l066e78"
"22","3dx2pk41","jdrog1xd","yweqo2rw",234.079,2021-04-08,"2021-04-09T04:27:19Z","xy5ppzz8"
"23","3dx2pk41","jdrog1xd","yweqo2rw",247.183,2021-03-17,"2021-03-17T19:55:49Z","xy5yzon8"
"24","3dx2pk41","jdrog1xd","yweqo2rw",250.267,2021-02-18,"2021-02-19T03:37:51Z","xyr2z4zj"
"25","3dx2pk41","jdrog1xd","yweqo2rw",272.108,2020-09-22,"2020-11-07T02:44:13Z","8wkknvz8"
"26","3dx2pk41","ndx906vd","game-level",153,2020-05-26,"2020-05-26T21:14:12Z","8ge53vrj"
"27","3dx2pk41","ndx906vd","game-level",183.25,2020-03-12,"2020-03-13T13:45:32Z","8e9n26oj"
"28","3dx2pk41","ndx906vd","game-level",185.417,2020-03-09,"2020-03-08T16:54:23Z","pj0yzy4x"
"29","3dx2pk41","ndx906vd","game-level",211.6,2020-02-27,"2020-02-28T05:04:00Z","zx7zw1r8"
"30","3dx2pk41","ndx906vd","game-level",237.32,2020-02-26,"2020-02-26T21:00:48Z","7j4dqlj1"
"31","3dx2pk41","rkllz18k","game-level",86.5,2020-05-26,"2020-05-26T21:14:23Z","8ge53vrj"
"32","3dx2pk41","rkllz18k","game-level",92.095,2020-05-24,"2020-05-24T13:39:29Z","18qdq9qx"
"33","3dx2pk41","rkllz18k","game-level",97.36,2020-02-27,"2020-02-28T03:06:28Z","zx7zw1r8"
"34","3dx2pk41","rkllz18k","game-level",146.12,2020-02-26,"2020-02-26T20:57:30Z","7j4dqlj1"
"35","3dx2pk41","rkllz18k","game-level",166.32,2020-02-25,"2020-02-26T05:37:49Z","8e9n26oj"
"36","3dx2pk41","zdnlmrq2","5wkej0qw",35,2021-04-28,"2021-04-28T17:52:34Z","8wk2nqv8"
"37","3dx2pk41","zdnlmrq2","5wkej0qw",35.25,2021-03-21,"2021-03-21T11:33:14Z","j4rqv3v8"
"38","3dx2pk41","zdnlmrq2","5wkej0qw",37,2021-03-16,"2021-03-16T09:54:53Z","j2yg0mp8"
"39","3dx2pk41","zdnlmrq2","5wkej0qw",96.65,2021-02-15,"2021-02-15T21:20:42Z","j5wny4zj"
"40","3dx2pk41","zdnlmrq2","5wkej0qw",101.4,2021-01-10,"2021-01-10T16:07:18Z","x35nyp7j"
"41","3dx2pk41","zdnlmrq2","5wkej0qw",131.633,2020-12-18,"2020-12-18T21:17:47Z","8wk56vq8"
"42","o1y9np26","jdreowxk","game-level",0,2019-10-14,"2019-10-15T00:48:58Z","qxkom998"
"43","o1y9np26","jdreowxk","game-level",0,2019-06-27,"2019-06-28T00:01:36Z","18v91k2x"
"44","o1y9np26","jdreowxk","game-level",0,2019-03-26,"2019-03-27T00:48:16Z","7j4gq2lj"
"45","o1y9np26","jdreowxk","game-level",0,2019-03-26,"2019-03-26T23:28:13Z","1xy35yjr"
"46","o1y9np26","jdreowxk","game-level",218.32,2019-03-25,"2019-03-25T17:21:52Z","68wqo4q8"
"47","m1mkwpd2","02q8el72","game-level",862.28,2020-07-07,"2020-07-07T17:12:02Z","kjpq4d0x"
"48","m1mkwpd2","02q8el72","game-level",875.79,2019-07-15,"2019-07-15T08:53:55Z","zxzez44x"
"49","m1mkwpd2","02q8el72","game-level",890.29,2019-07-14,"2019-07-15T00:35:40Z","zxzl2dn8"
"50","m1mkwpd2","02q8el72","game-level",921.74,2018-06-04,"2018-06-04T13:33:36Z","5j5dd568"
"51","m1mkwpd2","02q8el72","game-level",981.43,2017-06-23,"2017-06-23T07:33:51Z","kj92mw78"
"52","m1mkwpd2","jdr1w7n2","game-level",388.35,2020-06-17,"2020-06-17T14:18:40Z","kjpq4d0x"
"53","m1mkwpd2","jdr1w7n2","game-level",393.34,2019-07-15,"2019-07-15T08:42:47Z","zxzez44x"
"54","m1mkwpd2","jdr1w7n2","game-level",398.42,2019-07-10,"2019-07-10T03:44:33Z","y8dgr0m8"
"55","m1mkwpd2","jdr1w7n2","game-level",399.9,2018-12-01,"2018-12-01T21:39:09Z","5j5dd568"
"56","m1mkwpd2","jdr1w7n2","game-level",423.63,2018-11-21,"2018-11-21T18:17:02Z","v8lkdo4x"
"57","m1mkwpd2","jdr1w7n2","game-level",423.76,2018-04-29,"2018-04-29T17:11:25Z","kj92mw78"
"58","m1mkwpd2","jdr1w7n2","game-level",449.383,2017-07-18,"2017-07-19T02:34:30Z","5j5pdzz8"
"59","m1mkwpd2","jdr1w7n2","game-level",604.87,2017-06-10,"2017-06-10T10:47:55Z","98rppqqj"
"60","j1n2gw1p","9d8xzjw2","game-level",34,2021-11-12,"2021-11-13T04:53:26Z","98r1rdqj"
"61","j1n2gw1p","9d8xzjw2","game-level",53,2021-10-23,"2021-10-23T04:27:29Z","xy59zmn8"
"62","j1n2gw1p","9d8xzjw2","game-level",94,2021-07-04,"2021-11-05T06:28:09Z","98r1rdqj"
"63","j1n2gw1p","9d8xzjw2","game-level",106,2021-07-02,"2021-11-05T06:40:28Z","98r1rdqj"
"64","j1n2gw1p","9d8xzjw2","game-level",108,2021-07-02,"2021-11-05T06:37:47Z","98r1rdqj"
"65","j1n2gw1p","9d8xzjw2","game-level",115,2021-02-21,"2021-02-15T05:31:42Z","xz952508"
"66","j1n2gw1p","9d8xzjw2","game-level",158,2020-10-15,"2020-10-15T16:54:21Z","98r1rdqj"
"67","j1n2gw1p","9d8xzjw2","game-level",179,2020-03-29,"2021-01-30T05:58:29Z","j0nz9m48"
"68","j1n2gw1p","9d8xzjw2","game-level",390,2019-11-03,"2019-11-03T14:23:04Z","98r1rdqj"
"69","pdvlzo1w","5dwy40gk","game-level",73.5,2021-05-22,"2021-05-22T17:41:45Z","qjo6d13j"
"70","pdvlzo1w","5dwy40gk","game-level",80,2020-11-18,"2020-11-18T20:04:16Z","8qz9ny08"
"71","pdvlzo1w","5dwy40gk","game-level",112.5,2019-09-24,"2019-09-24T06:08:30Z","48gdg1y8"
"72","pdvlzo1w","5dwy40gk","game-level",134.6,2019-01-06,"2019-01-06T12:54:16Z","dx3nk1kj"
"73","pdvlzo1w","5dwy40gk","game-level",349.6,2018-06-16,"2018-06-16T09:25:51Z","18qg9ndx"
"74","pdvlzo1w","8240x0nd","game-level",0.467,2021-02-11,"2021-02-12T03:02:09Z","68wvldlx"
"75","pdvlzo1w","8240x0nd","game-level",0.666,2020-06-13,"2020-06-23T02:15:49Z","v81ggnp8"
"76","pdvlzo1w","8240x0nd","game-level",1.033,2020-01-09,"2020-01-09T12:31:37Z","48gdg1y8"
"77","pdvlzo1w","8240x0nd","game-level",1.466,2019-07-31,"2019-08-01T00:01:47Z","qjn1wzw8"
"78","pdvlzo1w","8240x0nd","game-level",2.4,2018-09-08,"2018-09-09T10:42:11Z","68wmz94x"
"79","pdvlzo1w","8240x0nd","game-level",2.7,2018-07-17,"2018-07-17T03:45:03Z","y8dk4nmj"
"80","pdvlzo1w","8240x0nd","game-level",5.866,2018-07-10,"2018-07-10T12:33:26Z","18qg9ndx"
"81","pdvlzo1w","9d83p3l2","game-level",0.633,2021-03-04,"2021-03-04T14:54:15Z","816q54lx"
"82","pdvlzo1w","9d83p3l2","game-level",0.767,2021-02-11,"2021-02-12T01:27:48Z","68wvldlx"
"83","pdvlzo1w","9d83p3l2","game-level",0.8,2020-06-13,"2020-06-23T02:09:33Z","v81ggnp8"
"84","pdvlzo1w","9d83p3l2","game-level",1.233,2020-01-05,"2020-01-05T12:59:54Z","48gdg1y8"
"85","pdvlzo1w","9d83p3l2","game-level",1.3,2019-07-31,"2019-08-01T00:02:21Z","qjn1wzw8"
"86","pdvlzo1w","9d83p3l2","game-level",2.433,2018-07-17,"2018-07-17T03:47:01Z","y8dk4nmj"
"87","pdvlzo1w","9d83p3l2","game-level",5.266,2018-07-10,"2018-07-10T12:33:56Z","18qg9ndx"
"88","pdvlzo1w","z27oomgd","game-level",10.73,2020-12-07,"2020-12-07T23:04:35Z","8qz9ny08"
"89","pdvlzo1w","z27oomgd","game-level",13.533,2020-06-23,"2020-06-24T01:48:43Z","v81ggnp8"
"90","pdvlzo1w","z27oomgd","game-level",17.266,2020-05-04,"2020-05-04T05:48:08Z","48gdg1y8"
"91","pdvlzo1w","z27oomgd","game-level",19.166,2019-01-06,"2019-01-06T09:35:03Z","dx3nk1kj"
"92","pdvlzo1w","z27oomgd","game-level",41.2,2018-06-29,"2018-06-29T23:10:30Z","68w672qj"
"93","pdvlzo1w","z27oomgd","game-level",47.166,2018-06-18,"2018-06-18T17:05:07Z","qj2or3nx"
"94","pdvlzo1w","z27oomgd","game-level",56.266,2018-06-16,"2018-06-16T09:23:58Z","18qg9ndx"
"95","m1mxgep6","jdz9wlv2","game-level",116.591,2021-10-11,"2021-10-11T10:46:45Z","x3mryyk8"
"96","m1mxgep6","jdz9wlv2","game-level",146.48,2021-10-09,"2021-10-10T00:09:30Z","81q3zmpj"
"97","m1mxgep6","jdz9wlv2","game-level",147.626,2021-09-16,"2021-09-16T21:00:59Z","jo2lvve8"
"98","m1mxgep6","jdz9wlv2","game-level",151,2021-07-10,"2021-07-10T12:13:09Z","8qr6kw7j"
"99","m1mxgep6","jdz9wlv2","game-level",162.513,2021-05-20,"2021-05-20T14:25:57Z","j421p2lx"
"100","m1mxgep6","jdz9wlv2","game-level",167,2020-08-10,"2020-08-10T20:27:55Z","j5wd326j"
"101","m1mxgep6","jdz9wlv2","game-level",168,2020-08-10,"2020-08-10T07:56:22Z","x35vd1kj"
"102","m1mxgep6","jdz9wlv2","game-level",169,2020-08-09,"2020-08-09T16:28:07Z","8e9lml6j"
"103","m1mxgep6","jdz9wlv2","game-level",182,2020-08-09,"2020-08-09T14:39:40Z","8rpqw46j"
"104","m1mxgep6","jdz9wlv2","game-level",187,2020-08-09,"2020-08-09T19:57:43Z","xz9zdqn8"
"105","m1mxgep6","jdz9wlv2","game-level",192,2020-08-08,"2020-08-08T22:59:51Z","8dw5o7oj"
"106","m1mxgep6","jdz9wlv2","game-level",204,2020-08-06,"2020-08-06T20:25:43Z","pj0wm3w8"
"107","m1mxgep6","jdz9wlv2","game-level",206,2020-07-26,"2020-07-26T16:13:44Z","jo3ro57j"
"108","m1mxgep6","jdz9wlv2","game-level",215,2020-07-11,"2020-07-11T23:40:15Z","8e9k22dj"
"109","m1mxgep6","jdz9wlv2","game-level",235,2019-12-27,"2019-12-27T17:38:27Z","8rpppodj"
"110","m1mxgep6","wk68e4p2","game-level",1.286,2020-09-14,"2020-09-14T17:38:42Z","jn3l5d2x"
"111","m1mxgep6","wk68e4p2","game-level",1.754,2020-08-10,"2020-08-10T08:52:53Z","j5wd326j"
"112","m1mxgep6","wk68e4p2","game-level",2.589,2020-08-09,"2020-08-09T18:35:51Z","8wk6n2v8"
"113","m1mxgep6","wk68e4p2","game-level",3.174,2020-08-09,"2020-08-09T21:04:10Z","8dw5o7oj"
"114","m1mxgep6","wk68e4p2","game-level",54,2020-08-09,"2020-08-09T12:45:53Z","86v7wyqj"
"115","w6jreedj","02q8jw92","game-level",32925,2021-03-27,"2021-04-25T14:46:32Z","v81193p8"
"116","w6jreedj","02q8jw92","game-level",33148,2021-03-27,"2021-04-25T14:52:20Z","48g2307j"
"117","w6jreedj","02q8jw92","game-level",33477,2021-03-27,"2021-04-25T14:54:58Z","pj0eym38"
"118","w6jreedj","02q8jw92","game-level",34300,2021-03-27,"2021-04-25T14:57:55Z","98r245dx"
"119","w6jreedj","02q8jw92","game-level",59249,2019-01-26,"2019-01-31T20:58:14Z","1xy51gm8"
"120","w6jreedj","02q8jw92","game-level",59718,2016-12-26,"2017-02-15T19:40:18Z","xy5oooy8"
"121","w6jreedj","02q8jw92","game-level",60622,2016-12-26,"2017-02-15T19:43:30Z","qjog0mex"
"122","w6jreedj","02q8jw92","game-level",60647,2016-12-26,"2017-02-15T19:45:39Z","5j59zrwx"
"123","w6jreedj","02q8jw92","game-level",59718,2016-12-26,"2017-02-15T19:40:18Z","18q29d8n"
"124","w6jreedj","02q8jw92","game-level",60622,2016-12-26,"2017-02-15T19:43:30Z","98rr0nq8"
"125","w6jreedj","02q8jw92","game-level",60647,2016-12-26,"2017-02-15T19:45:39Z","qxkge2j0"
"126","w6jreedj","02q8jw92","game-level",59718,2016-12-26,"2017-02-15T19:40:18Z","qjog0mex"
"127","w6jreedj","02q8jw92","game-level",60622,2016-12-26,"2017-02-15T19:43:30Z","1xy51gm8"
"128","w6jreedj","02q8jw92","game-level",60647,2016-12-26,"2017-02-15T19:45:39Z","v8lqyylx"
"129","w6jreedj","02q8jw92","game-level",59718,2016-12-26,"2017-02-15T19:40:18Z","68wq9z8g"
"130","w6jreedj","02q8jw92","game-level",60622,2016-12-26,"2017-02-15T19:43:30Z","e8e5d680"
"131","w6jreedj","02q8jw92","game-level",60647,2016-12-26,"2017-02-15T19:45:39Z","v819o5xp"
"132","w6jreedj","02q8jw92","game-level",59718,2016-12-26,"2017-02-15T19:40:18Z","zxz5m4xq"
"133","w6jreedj","02q8jw92","game-level",60622,2016-12-26,"2017-02-15T19:43:30Z","zx72lgr8"
